OrderID,Date,ProductID,CustomerID,Region,SalesAmount,Quantity,Cost
6420,2024-03-31,P101,C216,West,55656,1,44436
6421,2025-08-18,P102,C419,West,58917,4,48754
6422,2025-03-14,P104,C231,South,23495,2,16653
6423,2025-06-02,P101,C616,West,111474,2,95493
6424,2024-10-07,P101,C616,South,275283,5,222109
6425,2025-12-04,P103,C594,East,100367,4,80646
6426,2025-12-22,P103,C373,East,73665,3,56890
6427,2025-01-04,P104,C209,South,61475,5,46974
6428,2025-10-19,P103,C529,North,126888,5,94447
6429,2024-02-22,P102,C545,North,46595,3,37461
6430,2025-01-07,P102,C336,South,15582,1,12346
6431,2024-11-01,P105,C515,East,148273,5,106859
6432,2024-09-07,P102,C359,West,30426,2,21953
6433,2025-11-28,P102,C533,West,14944,1,12765
6434,2024-10-06,P102,C505,West,58524,4,48593
6435,2025-08-23,P102,C234,South,28547,2,22232
6436,2024-01-28,P102,C553,East,73490,5,60665
6437,2024-01-08,P105,C584,West,30229,1,26584
6438,2025-06-02,P102,C434,South,15386,1,11539
6439,2024-12-10,P104,C621,South,60127,5,43841
6440,2025-09-21,P103,C652,North,101857,4,78891
6441,2025-01-30,P101,C350,South,274412,5,244714
6442,2025-12-01,P104,C449,West,10357,1,8057
6443,2025-03-03,P105,C560,North,30525,1,22876
6444,2024-12-09,P102,C329,South,44302,3,38288
6445,2025-09-25,P101,C211,West,276325,5,198159
6446,2025-03-07,P103,C471,East,98143,4,81844
6447,2025-12-26,P105,C486,South,148443,5,132784
6448,2025-06-20,P103,C230,North,99306,4,71963
6449,2025-06-28,P101,C602,North,109565,2,92997
6450,2025-04-11,P102,C338,East,73270,5,53202
6451,2025-09-08,P104,C286,East,46189,4,38860
6452,2025-12-16,P104,C264,South,37521,3,28562
6453,2024-02-08,P103,C626,East,23249,1,18946
6454,2024-02-01,P105,C275,North,61848,2,52953
6455,2024-12-22,P102,C213,North,60322,4,49444
6456,2025-01-13,P101,C468,North,276892,5,223369
6457,2024-08-19,P104,C362,West,25861,2,18715
6458,2024-02-04,P104,C246,South,60046,5,45534
6459,2024-05-05,P102,C234,North,14636,1,10800
6460,2024-09-01,P103,C486,West,124700,5,110086
6461,2025-04-05,P103,C304,North,73436,3,54357
6462,2025-10-27,P103,C642,South,101067,4,74926
6463,2025-12-29,P102,C373,South,74871,5,65477
6464,2025-01-10,P104,C490,East,60478,5,54336
6465,2024-12-17,P101,C228,South,219557,4,187241
6466,2025-05-04,P101,C422,North,110461,2,80630
6467,2024-05-08,P101,C409,West,110253,2,86565
6468,2025-12-28,P103,C446,South,25264,1,19347
6469,2025-06-15,P101,C339,East,111054,2,82993
6470,2025-09-16,P101,C671,West,108663,2,91555
6471,2025-08-29,P103,C258,North,50744,2,37739
6472,2024-12-24,P103,C442,North,124991,5,109414
6473,2024-01-20,P101,C471,East,218945,4,161780
6474,2024-08-04,P101,C429,North,111073,2,99693
6475,2025-05-23,P101,C214,East,164168,3,127439
6476,2025-07-13,P105,C672,West,58478,2,49441
6477,2024-03-03,P102,C578,East,13244,1,10637
6478,2024-07-14,P105,C569,South,28003,1,20305
6479,2024-10-02,P103,C439,South,51569,2,44511
6480,2024-05-21,P105,C568,South,59121,2,43241
6481,2025-09-22,P102,C228,West,15850,1,13474
6482,2025-02-26,P101,C696,East,166209,3,124713
6483,2024-10-19,P102,C371,West,73558,5,51762
6484,2025-02-27,P103,C510,West,75974,3,57342
6485,2025-11-17,P104,C509,East,25050,2,18969
6486,2025-11-29,P101,C588,South,56207,1,47063
6487,2025-02-21,P104,C545,West,47618,4,35646
6488,2025-08-24,P102,C254,North,45758,3,34738
6489,2024-06-24,P105,C558,North,29032,1,24662
6490,2025-11-12,P104,C661,South,48052,4,36529
6491,2024-12-31,P104,C235,West,61476,5,52271
6492,2025-09-05,P103,C259,North,125505,5,107640
6493,2025-06-07,P102,C618,North,45157,3,39293
6494,2025-08-25,P101,C484,West,165621,3,137718
6495,2024-06-11,P102,C307,North,75128,5,57093
6496,2024-06-13,P101,C625,North,276323,5,198989
6497,2024-10-16,P104,C398,West,11737,1,9020
6498,2024-10-23,P104,C288,North,23250,2,20727
6499,2024-01-23,P101,C640,West,163775,3,123840
6500,2024-09-16,P105,C624,West,31955,1,25166
6501,2025-07-31,P105,C337,East,30247,1,25149
6502,2024-09-16,P104,C513,North,36936,3,27868
6503,2024-01-28,P103,C516,West,75837,3,55185
6504,2025-08-08,P103,C470,West,25686,1,19917
6505,2024-05-26,P103,C233,North,101737,4,73341
6506,2024-08-23,P104,C258,West,22316,2,17789
6507,2025-11-22,P102,C528,North,59661,4,51995
6508,2025-12-06,P105,C636,North,89994,3,65581
6509,2025-02-06,P104,C516,East,25987,2,19241
6510,2024-02-03,P105,C539,East,60931,2,50738
6511,2024-07-16,P105,C638,West,30799,1,27346
6512,2025-11-06,P102,C507,North,30328,2,21255
6513,2024-01-31,P103,C453,North,76648,3,64903
6514,2024-01-16,P101,C238,West,274648,5,219248
6515,2025-10-17,P102,C536,South,75381,5,63009
6516,2024-03-19,P101,C220,East,56724,1,46859
6517,2025-10-27,P105,C520,South,30180,1,23429
6518,2024-07-14,P101,C318,North,218566,4,159488
6519,2024-12-31,P102,C255,East,15550,1,12777
6520,2024-09-03,P105,C646,South,150561,5,126823
6521,2025-12-01,P105,C311,West,30554,1,23385
6522,2024-05-26,P102,C617,East,16119,1,13403
6523,2025-01-21,P105,C553,West,30923,1,26374
6524,2025-12-23,P104,C362,North,46365,4,35024
6525,2025-03-07,P101,C519,North,55846,1,47654
6526,2024-05-03,P103,C531,North,125184,5,109899
6527,2025-03-01,P105,C674,East,119663,4,103530
6528,2024-10-25,P104,C452,West,22309,2,17170
6529,2024-07-22,P104,C521,South,22721,2,16679
6530,2025-03-12,P104,C262,West,22728,2,16817
6531,2024-11-05,P103,C377,North,25530,1,22133
6532,2025-11-06,P105,C561,East,91640,3,71861
6533,2025-04-10,P101,C409,South,275868,5,224966
6534,2025-12-10,P102,C231,East,43427,3,33417
6535,2025-07-10,P102,C639,South,13064,1,9801
6536,2024-02-01,P105,C501,East,31634,1,26406
6537,2025-02-26,P105,C269,East,148506,5,120759
6538,2025-09-15,P104,C320,East,13913,1,12198
6539,2025-08-03,P104,C397,North,36389,3,32527
6540,2024-04-27,P102,C349,West,58633,4,43649
6541,2025-08-07,P105,C310,South,91513,3,75604
6542,2024-08-09,P101,C419,West,163696,3,139557
6543,2024-02-22,P101,C498,South,165813,3,133534
6544,2025-09-19,P105,C609,East,28022,1,22966
6545,2025-06-12,P101,C220,South,273076,5,244914
6546,2024-03-30,P103,C537,South,25424,1,19581
6547,2024-04-13,P101,C457,South,273675,5,206759
6548,2024-02-15,P105,C291,West,59881,2,53743
6549,2024-01-09,P104,C415,South,46949,4,37399
6550,2024-05-12,P102,C603,East,59288,4,50859
6551,2025-03-09,P105,C634,West,30793,1,24070
6552,2024-06-18,P102,C385,North,43495,3,31416
6553,2025-04-09,P105,C605,South,118212,4,104814
6554,2025-06-03,P104,C560,West,25409,2,21096
6555,2025-11-29,P105,C572,South,149609,5,126148
6556,2024-07-25,P105,C422,South,88432,3,75635
6557,2025-03-13,P101,C680,East,55903,1,42389
6558,2024-03-27,P101,C638,South,108066,2,75872
6559,2025-02-01,P103,C666,South,101708,4,88656
6560,2024-11-27,P104,C463,South,34441,3,25160
6561,2025-10-17,P105,C625,North,58867,2,42575
6562,2024-01-04,P104,C513,East,46302,4,40558
6563,2024-11-25,P101,C590,West,276769,5,204626
6564,2025-11-18,P101,C423,West,164630,3,117651
6565,2024-02-05,P104,C275,North,47451,4,40689
6566,2025-03-10,P104,C669,West,46914,4,37718
6567,2025-09-07,P101,C275,West,166457,3,125021
6568,2024-05-28,P101,C618,South,275068,5,244799
6569,2024-11-25,P105,C697,West,91417,3,65972
6570,2025-01-23,P101,C571,West,164267,3,144971
6571,2024-09-18,P102,C621,South,31271,2,27427
6572,2024-02-17,P103,C554,North,124758,5,111739
6573,2024-02-28,P101,C285,South,275689,5,211327
6574,2025-11-27,P105,C229,West,88289,3,72352
6575,2025-06-06,P104,C578,West,22509,2,16043
6576,2025-07-13,P102,C601,East,45598,3,40782
6577,2025-01-31,P103,C455,West,124760,5,111554
6578,2024-03-03,P104,C694,North,47738,4,35187
6579,2024-01-12,P101,C312,North,56698,1,45767
6580,2024-03-19,P102,C333,South,74198,5,63088
6581,2024-04-04,P103,C351,West,74660,3,65871
6582,2025-06-12,P103,C385,East,23871,1,20733
6583,2025-04-13,P105,C316,South,120154,4,85640
6584,2024-12-18,P105,C208,East,60734,2,53261
6585,2024-03-10,P103,C210,West,23862,1,19562
6586,2024-10-12,P105,C617,North,60554,2,46333
6587,2025-02-04,P102,C690,North,45892,3,34183
6588,2025-09-21,P103,C434,East,48390,2,42683
6589,2024-06-28,P101,C652,West,276361,5,226180
6590,2024-01-14,P105,C404,East,61821,2,50548
6591,2025-01-06,P103,C512,South,101158,4,80966
6592,2024-11-14,P102,C347,West,61246,4,45498
6593,2024-07-16,P104,C487,South,36261,3,26942
6594,2025-02-17,P104,C529,North,58417,5,48151
6595,2025-07-22,P104,C224,North,47001,4,36973
6596,2025-05-23,P105,C207,West,91203,3,73440
6597,2025-05-20,P105,C383,North,119795,4,95928
6598,2025-08-09,P104,C639,West,24421,2,17546
6599,2025-07-28,P102,C467,East,28419,2,21264
6600,2024-10-20,P103,C360,North,74584,3,64143
6601,2025-05-24,P103,C461,East,23644,1,19352
6602,2025-11-30,P103,C502,South,73646,3,62587
6603,2025-04-26,P102,C640,North,60908,4,46199
6604,2025-02-15,P102,C369,West,14472,1,10381
6605,2024-02-12,P102,C572,East,76728,5,68095
6606,2024-08-19,P102,C212,South,28075,2,20597
6607,2024-11-18,P101,C403,South,221654,4,168848
6608,2025-05-28,P101,C233,North,275022,5,205740
6609,2024-05-12,P103,C482,West,48377,2,36284
6610,2024-03-10,P102,C301,East,44331,3,37712
6611,2024-08-12,P104,C308,West,60615,5,54349
6612,2024-04-09,P105,C672,West,89110,3,69696
6613,2024-04-13,P104,C679,West,49742,4,35735
6614,2025-06-09,P103,C643,East,125095,5,98055
6615,2025-02-05,P102,C685,South,30705,2,22057
6616,2025-11-26,P101,C284,South,276550,5,227136
6617,2025-09-04,P101,C552,North,55923,1,40727
6618,2025-02-21,P101,C595,West,221130,4,168199
6619,2024-09-14,P101,C411,South,54014,1,39150
6620,2025-07-11,P105,C565,West,89343,3,65840
6621,2025-11-09,P102,C644,South,43256,3,35449
6622,2024-04-30,P101,C383,East,274846,5,228755
6623,2024-10-20,P101,C315,North,275342,5,234073
6624,2024-10-12,P102,C259,South,29837,2,21353
6625,2025-11-08,P103,C433,South,73025,3,59506
6626,2024-09-05,P104,C405,South,46612,4,39990
6627,2025-05-05,P101,C348,North,108283,2,94483
6628,2025-05-16,P102,C473,South,58975,4,44634
6629,2025-03-01,P101,C487,North,163000,3,141455
6630,2024-10-27,P101,C601,West,273148,5,217911
6631,2025-11-26,P102,C686,North,74158,5,61496
6632,2024-12-05,P104,C645,North,36547,3,30712
6633,2024-09-18,P104,C567,South,24695,2,19791
6634,2025-10-21,P104,C422,West,58251,5,47898
6635,2024-08-20,P105,C346,South,30362,1,23155
6636,2024-10-15,P101,C373,East,275190,5,199228
6637,2024-09-12,P105,C655,West,59555,2,43429
6638,2025-10-02,P105,C556,East,30701,1,25660
6639,2025-01-17,P101,C452,South,220304,4,161684
6640,2025-06-20,P102,C461,North,59607,4,43638
6641,2024-09-16,P102,C568,East,59785,4,48390
6642,2024-07-28,P102,C369,North,60246,4,50882
6643,2025-11-03,P103,C673,West,25470,1,19961
6644,2024-12-21,P103,C493,West,48761,2,36812
6645,2025-09-20,P102,C619,East,61016,4,50017
6646,2025-07-25,P102,C317,South,73233,5,60645
6647,2025-06-28,P103,C439,South,23433,1,16583
6648,2025-08-09,P104,C342,North,36489,3,31039
6649,2024-12-31,P101,C208,North,219665,4,167007
6650,2024-06-09,P102,C371,North,60062,4,45672
6651,2024-05-27,P101,C399,West,111775,2,79405
6652,2024-12-25,P104,C421,North,25662,2,21760
6653,2025-12-18,P102,C437,South,74835,5,64274
6654,2024-10-16,P103,C700,West,99255,4,85386
6655,2024-11-01,P102,C565,North,43594,3,31437
6656,2025-05-23,P103,C397,South,99821,4,74906
6657,2025-10-19,P104,C632,South,48364,4,34404
6658,2025-06-24,P103,C279,North,73831,3,66319
6659,2025-11-12,P103,C425,East,24340,1,19392
6660,2025-10-19,P101,C476,North,165901,3,129466
6661,2024-04-19,P101,C477,West,164491,3,132280
6662,2024-01-17,P101,C579,North,110231,2,77661
6663,2024-04-09,P101,C672,North,110092,2,99005
6664,2024-06-19,P103,C607,West,100005,4,89149
6665,2025-10-26,P102,C445,West,76154,5,63796
6666,2024-01-07,P102,C493,East,14117,1,10908
6667,2025-04-15,P101,C676,South,109469,2,84465
6668,2024-09-09,P104,C385,South,24194,2,19545
6669,2025-05-27,P104,C427,West,49812,4,42641
6670,2024-03-26,P104,C249,South,22934,2,17796
6671,2024-07-25,P101,C370,West,110176,2,93405
6672,2025-09-22,P101,C399,North,108429,2,95971
6673,2024-06-05,P101,C642,North,221210,4,194518
6674,2024-11-09,P103,C256,West,100094,4,89748
6675,2025-02-27,P104,C612,West,59043,5,42840
6676,2025-08-02,P104,C216,East,46983,4,35035
6677,2025-02-15,P101,C385,South,53831,1,43814
6678,2024-12-22,P101,C294,East,54827,1,48555
6679,2024-10-15,P102,C429,South,44634,3,36661
6680,2025-01-04,P102,C612,North,30972,2,25194
6681,2025-08-31,P101,C274,North,276054,5,221983
6682,2025-04-28,P103,C351,East,51927,2,40512
6683,2024-07-05,P105,C654,South,119976,4,105616
6684,2024-12-29,P104,C272,North,12767,1,10118
6685,2025-09-09,P104,C208,West,61761,5,43586
6686,2025-11-21,P102,C599,East,30758,2,22293
6687,2024-10-20,P104,C679,West,49678,4,43522
6688,2024-02-02,P102,C654,North,76121,5,64092
6689,2025-08-15,P102,C648,North,13368,1,9918
6690,2024-10-12,P105,C353,South,90324,3,68368
6691,2025-12-09,P104,C342,South,48699,4,41652
6692,2024-07-27,P101,C461,West,110578,2,96033
6693,2024-09-10,P103,C474,West,76666,3,57247
6694,2025-12-21,P103,C573,South,24659,1,21348
6695,2024-06-06,P103,C674,East,74844,3,61174
6696,2024-06-08,P102,C535,West,16292,1,13586
6697,2025-05-20,P105,C254,South,91173,3,76555
6698,2024-06-06,P101,C272,North,221374,4,173008
6699,2025-01-23,P101,C448,North,111878,2,80820
6700,2024-10-05,P105,C471,North,148259,5,119793
6701,2025-01-05,P104,C237,North,10013,1,7149
6702,2024-08-20,P101,C213,North,274306,5,211523
6703,2024-08-07,P105,C613,West,91108,3,66998
6704,2025-11-26,P104,C328,West,25417,2,19728
6705,2024-01-08,P102,C257,North,59436,4,51190
6706,2024-02-11,P104,C206,West,60440,5,51382
6707,2024-06-27,P105,C492,East,61564,2,50065
6708,2025-09-07,P103,C689,West,73578,3,60764
6709,2025-01-11,P104,C394,East,13495,1,9582
6710,2024-02-05,P102,C255,North,30801,2,27531
6711,2024-09-13,P105,C524,West,29520,1,20954
6712,2024-05-10,P101,C693,South,53790,1,42423
6713,2024-03-16,P103,C684,West,126638,5,89986
6714,2025-05-24,P102,C633,West,74172,5,54670
6715,2024-03-14,P102,C243,East,76272,5,60450
6716,2024-08-05,P102,C639,East,46693,3,34058
6717,2024-09-02,P101,C267,South,274008,5,239894
6718,2025-11-17,P104,C507,West,61285,5,46453
6719,2024-10-26,P103,C682,North,101368,4,76203
6720,2025-02-12,P104,C219,West,22456,2,17252
6721,2025-07-20,P104,C441,North,11252,1,8338
6722,2025-12-14,P105,C252,West,28874,1,20224
6723,2024-12-04,P105,C238,West,151842,5,129873
6724,2024-08-07,P102,C470,North,31306,2,26168
6725,2025-01-23,P102,C297,North,73027,5,65277
6726,2024-12-12,P101,C290,South,55167,1,46809
6727,2025-02-17,P103,C523,North,98845,4,77197
6728,2024-10-13,P103,C543,East,101457,4,77480
6729,2024-04-17,P102,C690,North,15506,1,13314
6730,2025-08-01,P101,C254,North,56636,1,41701
6731,2025-07-02,P102,C577,North,46760,3,36409
6732,2024-01-10,P101,C676,West,218799,4,192602
6733,2024-10-29,P102,C268,West,46087,3,34479
6734,2025-02-05,P104,C262,East,25305,2,18639
6735,2024-05-18,P103,C311,South,123350,5,100764
6736,2025-06-04,P102,C215,North,30692,2,24317
6737,2024-09-16,P104,C626,South,13161,1,10060
6738,2024-10-30,P103,C528,South,101399,4,75403
6739,2025-12-15,P101,C506,North,110892,2,90945
6740,2024-05-02,P103,C313,West,99597,4,70337
6741,2025-12-02,P105,C511,South,59214,2,43278
6742,2024-06-22,P103,C371,South,125580,5,107647
6743,2024-11-15,P105,C364,South,121564,4,93680
6744,2024-12-08,P102,C673,North,43349,3,37104
6745,2025-08-10,P103,C516,South,50733,2,40992
6746,2025-05-25,P101,C521,South,53095,1,45213
6747,2025-02-14,P105,C615,East,29753,1,24106
6748,2025-08-29,P104,C674,North,10407,1,9238
6749,2025-07-24,P103,C313,North,48096,2,39271
6750,2025-03-14,P104,C688,West,12493,1,9302
6751,2024-10-23,P105,C570,North,118433,4,97065
6752,2024-04-04,P102,C689,East,58985,4,48548
6753,2025-02-04,P104,C682,West,49228,4,42130
6754,2024-08-05,P105,C629,South,88895,3,65951
6755,2024-06-01,P104,C646,North,34672,3,30239
6756,2025-01-07,P101,C452,West,56868,1,45187
6757,2025-11-18,P105,C682,North,31512,1,24169
6758,2025-12-20,P102,C439,North,45433,3,33991
6759,2025-08-22,P101,C313,West,111215,2,84377
6760,2025-04-20,P104,C509,North,49662,4,35867
6761,2024-11-17,P102,C670,West,31041,2,21937
6762,2025-12-28,P105,C298,East,90333,3,75772
6763,2024-07-26,P103,C635,North,25482,1,19377
6764,2024-09-14,P104,C583,South,11764,1,10184
6765,2024-12-03,P103,C371,East,51780,2,42799
6766,2025-05-31,P101,C393,West,55098,1,46263
6767,2025-05-22,P105,C253,West,90924,3,80963
6768,2025-12-25,P102,C620,East,76860,5,61492
6769,2024-05-20,P104,C212,West,24422,2,21056
6770,2025-01-22,P102,C550,West,13501,1,10229
6771,2024-01-16,P104,C557,East,25210,2,20881
6772,2024-10-27,P104,C231,North,37322,3,27200
6773,2025-02-24,P101,C663,North,221709,4,158545
6774,2025-06-05,P102,C622,South,59224,4,45141
6775,2024-02-14,P103,C217,West,100618,4,75435
6776,2024-03-27,P105,C429,North,151473,5,115209
6777,2025-02-16,P103,C384,East,51817,2,43863
6778,2025-01-28,P101,C358,West,166841,3,133333
6779,2024-08-10,P102,C490,North,59957,4,52548
6780,2024-06-16,P102,C360,East,29392,2,22267
6781,2024-03-31,P102,C594,South,76261,5,57324
6782,2024-10-30,P102,C314,West,73523,5,57850
6783,2024-07-22,P102,C269,South,76946,5,60401
6784,2024-08-03,P101,C553,East,274590,5,215010
6785,2025-08-02,P105,C666,North,29911,1,26687
6786,2024-07-24,P103,C644,South,76099,3,59087
6787,2024-09-04,P102,C322,North,58061,4,42053
6788,2024-03-02,P105,C204,South,150676,5,109522
6789,2025-12-22,P101,C588,South,275062,5,196930
6790,2025-12-08,P104,C536,East,24285,2,17387
6791,2024-06-04,P102,C569,South,31454,2,26920
6792,2024-03-31,P101,C486,North,55366,1,42075
6793,2024-01-17,P104,C639,North,11372,1,8475
6794,2024-12-24,P104,C269,North,46679,4,35434
6795,2024-12-21,P103,C237,North,98334,4,75648
6796,2025-03-22,P102,C410,East,44575,3,32065
6797,2024-08-07,P105,C342,South,150818,5,115669
6798,2025-02-11,P102,C414,North,43548,3,37836
6799,2025-10-16,P101,C206,North,111866,2,90444
6800,2025-08-03,P104,C608,East,13041,1,9753
6801,2025-03-29,P104,C304,West,59703,5,42068
6802,2025-03-03,P104,C471,South,59963,5,45405
6803,2024-02-20,P103,C610,South,23336,1,17558
6804,2024-05-15,P105,C416,West,91743,3,76195
6805,2024-08-21,P103,C400,South,73995,3,61695
6806,2024-12-20,P101,C312,South,53179,1,44552
6807,2025-02-23,P103,C270,South,74627,3,61953
6808,2025-06-29,P105,C495,East,118221,4,105744
6809,2025-10-30,P101,C540,North,109721,2,88376
6810,2024-03-13,P101,C302,South,221440,4,198289
6811,2024-08-09,P104,C424,North,36640,3,26821
6812,2024-11-07,P103,C232,North,24213,1,19734
6813,2024-06-06,P103,C594,East,124957,5,104819
6814,2024-06-27,P102,C531,South,75101,5,54739
6815,2025-05-08,P104,C634,South,46795,4,36369
6816,2024-07-13,P102,C240,East,31445,2,26910
6817,2024-09-16,P104,C393,South,22859,2,19211
6818,2025-10-20,P101,C366,East,220140,4,165736
6819,2024-07-03,P105,C250,East,28225,1,25080
6820,2025-02-09,P104,C497,East,61432,5,44898
6821,2025-08-11,P103,C639,North,25169,1,19739
6822,2024-05-27,P104,C449,South,46703,4,39574
6823,2024-01-07,P102,C230,East,58242,4,47518
6824,2024-08-05,P104,C544,South,25838,2,20258
6825,2024-07-28,P104,C482,South,23696,2,18034
6826,2025-06-17,P102,C448,South,30568,2,23089
6827,2024-03-28,P104,C201,North,61486,5,45547
6828,2024-01-20,P105,C468,West,90036,3,66107
6829,2024-07-12,P105,C301,South,150649,5,113074
6830,2024-02-18,P101,C217,West,56194,1,49749
6831,2025-03-19,P105,C204,West,60325,2,43461
6832,2025-07-30,P102,C228,North,16876,1,12635
6833,2024-03-20,P103,C518,South,51632,2,40415
6834,2024-12-29,P105,C636,North,58384,2,49565
6835,2024-06-10,P101,C364,South,273438,5,192650
6836,2025-12-18,P103,C410,East,24357,1,17774
6837,2024-04-14,P103,C283,West,24457,1,21623
6838,2024-05-16,P105,C417,North,151491,5,127897
6839,2025-11-13,P103,C292,North,73691,3,64626
6840,2024-03-16,P104,C329,South,13772,1,11946
6841,2025-10-30,P105,C688,North,118991,4,85014
6842,2024-03-18,P102,C300,North,15190,1,10919
6843,2024-05-09,P103,C537,West,49096,2,39085
6844,2025-02-07,P105,C439,South,29106,1,24093
6845,2025-09-04,P103,C235,West,48368,2,38048
6846,2025-03-10,P104,C639,East,10806,1,8215
6847,2024-02-02,P102,C381,West,16969,1,13137
6848,2025-05-31,P102,C269,West,59923,4,51261
6849,2025-03-22,P103,C431,East,98437,4,75932
6850,2025-05-23,P104,C537,South,36038,3,30310
6851,2024-07-08,P104,C419,West,22649,2,16314
6852,2025-05-28,P103,C502,South,98266,4,82182
6853,2024-06-12,P103,C602,South,100166,4,70326
6854,2024-01-09,P104,C698,East,48685,4,42051
6855,2024-12-05,P102,C630,West,60902,4,52609
6856,2025-03-06,P104,C643,South,59492,5,51381
6857,2025-04-21,P104,C206,West,23009,2,20365
6858,2025-07-05,P103,C659,West,26885,1,19605
6859,2024-10-24,P101,C529,East,165476,3,138671
6860,2025-02-10,P103,C279,East,123220,5,107345
6861,2024-03-06,P103,C372,West,73433,3,60963
6862,2025-03-06,P105,C604,South,28345,1,24145
6863,2024-12-29,P102,C601,South,16741,1,12878
6864,2025-08-04,P103,C627,North,99543,4,84668
6865,2024-12-03,P103,C288,West,26170,1,19244
6866,2024-11-08,P103,C560,East,101875,4,80688
6867,2025-01-15,P102,C598,South,45171,3,34024
6868,2024-11-01,P101,C201,West,111428,2,85438
6869,2024-02-18,P103,C209,South,49868,2,40656
6870,2025-04-14,P104,C602,North,59472,5,48019
6871,2024-12-02,P104,C248,North,12368,1,8747
6872,2025-01-08,P104,C439,West,58049,5,46321
6873,2025-09-13,P105,C348,East,60935,2,44975
6874,2024-12-01,P105,C356,East,118507,4,100380
6875,2024-02-11,P105,C513,North,61071,2,45417
6876,2024-06-18,P105,C305,North,58167,2,44956
6877,2024-01-03,P102,C479,South,13417,1,10215
6878,2024-06-22,P104,C204,West,24470,2,20963
6879,2024-12-17,P102,C495,North,14620,1,12658
6880,2024-12-16,P103,C373,South,73810,3,55416
6881,2024-01-09,P102,C312,East,44208,3,38224
6882,2024-08-07,P105,C482,West,58105,2,50665
6883,2024-12-10,P103,C334,North,50427,2,44994
6884,2024-02-20,P103,C534,East,99019,4,77711
6885,2024-09-15,P103,C657,South,76105,3,61838
6886,2024-01-16,P104,C660,South,60233,5,49459
6887,2024-02-17,P103,C211,North,73004,3,64725
6888,2024-10-29,P103,C346,West,23378,1,18576
6889,2025-06-28,P104,C689,West,13553,1,11869
6890,2025-11-23,P101,C542,East,219443,4,172509
6891,2024-03-05,P101,C662,East,166546,3,131370
6892,2025-12-31,P104,C277,West,34323,3,24549
6893,2025-04-03,P103,C278,South,125791,5,100030
6894,2024-10-30,P104,C524,West,35742,3,29382
6895,2024-12-31,P102,C489,South,76210,5,57271
6896,2025-04-12,P101,C629,West,276443,5,228105
6897,2024-03-22,P103,C619,West,100720,4,75714
6898,2024-06-20,P102,C379,North,75391,5,59573
6899,2025-01-10,P104,C274,West,36712,3,27536
6900,2025-08-11,P105,C682,East,58329,2,46895
6901,2024-04-27,P102,C475,North,76944,5,67533
6902,2024-01-24,P105,C581,West,30488,1,23415
6903,2024-01-20,P105,C409,West,118666,4,85529
6904,2024-02-16,P105,C341,South,89245,3,70191
6905,2025-11-19,P104,C399,South,37628,3,30324
6906,2025-01-13,P105,C509,East,151742,5,109790
6907,2025-07-19,P104,C622,South,37123,3,30650
6908,2025-03-15,P101,C345,South,110361,2,90824
6909,2024-02-25,P101,C470,East,54130,1,42555
6910,2025-12-04,P104,C650,North,11990,1,8841
6911,2025-09-01,P101,C433,North,273476,5,215752
6912,2024-03-14,P105,C419,West,150970,5,113977
6913,2024-07-29,P101,C433,West,273720,5,200254
6914,2024-03-31,P105,C326,North,30711,1,25273
6915,2024-04-26,P102,C453,South,59565,4,49762
6916,2024-03-01,P105,C534,South,121619,4,85867
6917,2024-09-30,P103,C629,West,25582,1,22359
6918,2025-10-01,P105,C406,East,88515,3,69677
6919,2024-03-19,P104,C535,West,35794,3,27640
6920,2025-01-06,P104,C568,North,12386,1,8971
6921,2024-09-13,P102,C522,East,60439,4,51626
6922,2025-04-11,P103,C532,South,98131,4,80769
6923,2025-03-31,P102,C288,West,46848,3,35995
6924,2024-01-31,P104,C561,North,46103,4,32905
6925,2025-10-08,P102,C321,North,61246,4,52728
6926,2024-06-30,P103,C441,North,51644,2,38697
6927,2025-04-21,P104,C539,East,11054,1,8919
6928,2025-08-17,P101,C564,East,110747,2,83183
6929,2025-10-17,P103,C592,West,100778,4,86777
6930,2024-02-10,P105,C202,North,28399,1,24619
6931,2025-11-09,P103,C368,North,49896,2,41958
6932,2024-09-20,P105,C245,West,58711,2,48519
6933,2025-04-14,P102,C297,East,30914,2,22008
6934,2024-10-10,P105,C245,East,29772,1,21354
6935,2025-03-14,P105,C503,West,90441,3,74071
6936,2024-05-04,P103,C257,West,24673,1,17888
6937,2025-12-24,P105,C602,North,149009,5,119119
6938,2025-06-20,P102,C481,South,76488,5,67981
6939,2024-03-28,P105,C279,East,59516,2,52991
6940,2024-03-27,P105,C431,East,151536,5,125495
6941,2025-03-08,P104,C530,North,10762,1,8012
6942,2025-11-19,P103,C608,North,125670,5,111264
6943,2025-12-05,P104,C211,East,36837,3,28620
6944,2025-09-17,P102,C397,West,14686,1,12755
6945,2024-10-17,P101,C465,North,275249,5,236821
6946,2025-10-20,P101,C656,South,108802,2,91700
6947,2025-11-16,P104,C387,West,46874,4,33225
6948,2024-11-11,P104,C247,East,22978,2,17910
6949,2024-08-01,P102,C347,South,46861,3,33718
6950,2024-03-28,P104,C370,West,60411,5,52830
6951,2024-05-27,P103,C540,South,100635,4,88653
6952,2025-10-09,P103,C642,South,100264,4,75764
6953,2025-04-16,P102,C494,East,31210,2,28055
6954,2025-09-05,P101,C368,North,218772,4,156960
6955,2024-10-14,P105,C490,South,121617,4,105579
6956,2025-05-27,P101,C574,South,53616,1,43199
